country,iso3,year,g_whoregion,screen_data_available,newinc_con,newinc_con_screen,newinc_con_tb,prevtx_data_available,newinc_con_prevtx,newinc_con04_prevtx,newinc_con_prevtx_cmplt,country_notifications,g_whoregion_notifications,c_newinc,new_labconf,new_clindx,new_ep,country_drug_resistance,g_whoregion_drug_resistance,r_rlt_new,rr_new,dst_rlt_new,mdr_new,r_rlt_ret,rr_ret,dst_rlt_ret,mdr_ret,country_outcomes,g_whoregion_outcomes,newrel_coh,newrel_succ,newrel_fail,newrel_died,newrel_lost,c_new_tsr,rel_with_new_flg,contact_screening_rate,tpt_start_rate,tpt_completion_rate,rr_rate_new,mdr_rate_new,treatment_success_rate,treatment_death_rate,unsuccessful_rate,contact_screening_rate_edge_flag,tpt_start_rate_edge_flag,tpt_completion_rate_edge_flag,c_newinc_next_year,rr_rate_new_next_year,mdr_rate_new_next_year,c_new_tsr_next_year,newrel_coh_next_year,treatment_success_rate_next_year,treatment_death_rate_next_year,unsuccessful_rate_next_year,c_newinc_percent_change_next_year,low_c_newinc_flag,case_change_direction,temporal_analysis_cohort_flag
Australia,AUS,2021,WPR,60.0,1736.0,814.0,,60.0,155.0,40.0,,Australia,WPR,1468.0,721.0,102.0,593.0,Australia,WPR,597.0,9.0,597.0,7.0,22.0,3.0,22.0,3.0,Australia,WPR,1256.0,1111.0,0.0,55.0,12.0,88.0,1.0,0.46889400921658986,0.08928571428571429,,0.01507537688442211,0.011725293132328308,0.8845541401273885,0.04378980891719745,0.05334394904458599,False,False,False,1272.0,0.02861952861952862,0.021996615905245348,86.0,1187.0,0.8635214827295703,0.039595619208087615,0.05475989890480202,-13.35149863760218,False,Rückgang,True
Australia,AUS,2022,WPR,60.0,950.0,612.0,83.0,60.0,85.0,9.0,,Australia,WPR,1272.0,692.0,88.0,450.0,Australia,WPR,594.0,17.0,591.0,13.0,19.0,1.0,19.0,1.0,Australia,WPR,1187.0,1025.0,0.0,47.0,18.0,86.0,1.0,0.6442105263157895,0.08947368421052632,,0.02861952861952862,0.021996615905245348,0.8635214827295703,0.039595619208087615,0.05475989890480202,False,False,False,1434.0,0.02773246329526917,0.024630541871921183,47.0,1296.0,0.4729938271604938,0.03935185185185185,0.05015432098765432,12.735849056603774,False,Anstieg,True
Australia,AUS,2023,WPR,1.0,1340.0,844.0,18.0,1.0,64.0,12.0,28.0,Australia,WPR,1434.0,767.0,90.0,497.0,Australia,WPR,613.0,17.0,609.0,15.0,41.0,4.0,40.0,4.0,Australia,WPR,1296.0,613.0,0.0,51.0,14.0,47.0,1.0,0.6298507462686567,0.04776119402985075,0.4375,0.02773246329526917,0.024630541871921183,0.4729938271604938,0.03935185185185185,0.05015432098765432,False,False,False,1613.0,0.021897810218978103,0.017595307917888565,,,,,,12.482566248256626,False,Anstieg,True
Australia,AUS,2024,WPR,1.0,1930.0,976.0,22.0,1.0,96.0,13.0,,Australia,WPR,1613.0,803.0,80.0,658.0,Australia,WPR,685.0,15.0,682.0,12.0,35.0,2.0,35.0,2.0,,,,,,,,,,0.505699481865285,0.049740932642487044,,0.021897810218978103,0.017595307917888565,,,,False,False,False,,,,,,,,,,False,,True
Azerbaijan,AZE,2019,EUR,60.0,6641.0,6641.0,,60.0,6100.0,434.0,,Azerbaijan,EUR,4823.0,1911.0,872.0,830.0,Azerbaijan,EUR,1911.0,219.0,1806.0,111.0,2183.0,533.0,1951.0,303.0,Azerbaijan,EUR,1702.0,1429.0,53.0,66.0,134.0,84.0,0.0,1.0,0.9185363650052702,,0.11459968602825746,0.061461794019933555,0.8396004700352526,0.038777908343125736,0.14864864864864866,True,False,False,3683.0,0.11967871485943775,0.10499139414802065,82.0,1180.0,0.8245762711864407,0.05254237288135593,0.16864406779661018,-23.636740617872693,False,Rückgang,True
Azerbaijan,AZE,2020,EUR,60.0,4894.0,4894.0,,60.0,4405.0,291.0,,Azerbaijan,EUR,3683.0,1331.0,623.0,604.0,Azerbaijan,EUR,1245.0,149.0,1162.0,122.0,2260.0,552.0,,,Azerbaijan,EUR,1180.0,973.0,51.0,62.0,86.0,82.0,0.0,1.0,0.90008173273396,,0.11967871485943775,0.10499139414802065,0.8245762711864407,0.05254237288135593,0.16864406779661018,True,False,False,3663.0,0.12207239176721078,0.0801987224982257,81.0,1737.0,0.8094415659182499,0.04260218767990789,0.1732872769142199,-0.5430355688297583,False,Rückgang,True
Azerbaijan,AZE,2021,EUR,60.0,4846.0,4846.0,,60.0,4295.0,383.0,,Azerbaijan,EUR,3663.0,1466.0,556.0,513.0,Azerbaijan,EUR,1409.0,172.0,1409.0,113.0,2159.0,487.0,2159.0,276.0,Azerbaijan,EUR,1737.0,1406.0,88.0,74.0,139.0,81.0,0.0,1.0,0.8862979777135782,,0.12207239176721078,0.0801987224982257,0.8094415659182499,0.04260218767990789,0.1732872769142199,True,False,False,3989.0,0.11909036505086774,0.06690997566909976,82.0,3606.0,0.8200221852468109,0.044370493621741544,0.17027176927343315,8.8998088998089,False,Anstieg,True
Azerbaijan,AZE,2022,EUR,60.0,5274.0,4852.0,,60.0,4852.0,429.0,4609.0,Azerbaijan,EUR,3989.0,1705.0,579.0,593.0,Azerbaijan,EUR,1671.0,199.0,1644.0,110.0,2153.0,487.0,2153.0,248.0,Azerbaijan,EUR,3606.0,2957.0,213.0,160.0,241.0,82.0,1.0,0.9199848312476299,0.9199848312476299,0.9499175597691674,0.11909036505086774,0.06690997566909976,0.8200221852468109,0.044370493621741544,0.17027176927343315,False,False,False,3965.0,0.11669770328988206,0.06579764121663563,84.0,2877.0,0.8369829683698297,0.04657629475147723,0.15641293013555788,-0.6016545500125344,False,Rückgang,True
Azerbaijan,AZE,2023,EUR,1.0,7238.0,7093.0,31.0,1.0,6711.0,463.0,2940.0,Azerbaijan,EUR,3965.0,1634.0,532.0,650.0,Azerbaijan,EUR,1611.0,188.0,1611.0,106.0,2150.0,742.0,2149.0,223.0,Azerbaijan,EUR,2877.0,2408.0,171.0,134.0,145.0,84.0,1.0,0.9799668416689693,0.9271898314451505,0.4380867232901207,0.11669770328988206,0.06579764121663563,0.8369829683698297,0.04657629475147723,0.15641293013555788,False,False,False,3741.0,0.11686670878079596,0.07037747920665387,,,,,,-5.649432534678437,False,Rückgang,True
Azerbaijan,AZE,2024,EUR,1.0,5545.0,4916.0,96.0,1.0,3095.0,296.0,,Azerbaijan,EUR,3741.0,1592.0,438.0,587.0,Azerbaijan,EUR,1583.0,185.0,1563.0,110.0,2082.0,721.0,2082.0,295.0,,,,,,,,,,0.8865644724977457,0.5581605049594229,,0.11686670878079596,0.07037747920665387,,,,False,False,False,,,,,,,,,,False,,True
Burundi,BDI,2023,AFR,1.0,1652.0,1096.0,556.0,1.0,888.0,781.0,,Burundi,AFR,7948.0,4785.0,815.0,1874.0,Burundi,AFR,3273.0,45.0,0.0,0.0,50.0,5.0,0.0,0.0,Burundi,AFR,7948.0,7359.0,26.0,241.0,243.0,93.0,1.0,0.6634382566585957,0.5375302663438256,,0.013748854262144821,,0.9258933064921993,0.030322093608454958,0.06416708605938601,False,False,False,8085.0,0.012909979064898814,,,,,,,1.723704076497232,False,Anstieg,False
Burundi,BDI,2024,AFR,1.0,2873.0,2180.0,93.0,1.0,807.0,674.0,,Burundi,AFR,8085.0,4770.0,876.0,1933.0,Burundi,AFR,2866.0,37.0,0.0,0.0,10.0,10.0,0.0,0.0,,,,,,,,,,0.7587887225896276,0.28089105464671077,,0.012909979064898814,,,,,False,False,False,,,,,,,,,,False,,False
Benin,BEN,2019,AFR,60.0,2737.0,2737.0,,60.0,2535.0,2444.0,2177.0,Benin,AFR,4266.0,3335.0,460.0,328.0,Benin,AFR,897.0,7.0,2.0,0.0,239.0,22.0,17.0,5.0,Benin,AFR,4268.0,3815.0,65.0,274.0,86.0,89.0,1.0,1.0,0.9261965655827549,0.8587771203155818,0.007803790412486065,0.0,0.8938612933458294,0.06419868791002811,0.09957825679475164,True,False,False,3908.0,0.014705882352941176,0.46153846153846156,90.0,3915.0,0.9047254150702426,0.061047254150702425,0.08837803320561942,-8.391936240037506,False,Rückgang,True
Benin,BEN,2020,AFR,60.0,2242.0,2242.0,,60.0,2021.0,2021.0,1869.0,Benin,AFR,3908.0,3043.0,428.0,308.0,Benin,AFR,1292.0,19.0,26.0,12.0,211.0,15.0,75.0,14.0,Benin,AFR,3915.0,3542.0,60.0,239.0,47.0,90.0,1.0,1.0,0.9014272970561998,0.9247897080653142,0.014705882352941176,0.46153846153846156,0.9047254150702426,0.061047254150702425,0.08837803320561942,True,False,False,3711.0,0.01095579901775595,0.47619047619047616,90.0,3695.0,0.8971583220568335,0.05737483085250338,0.09364005412719892,-5.040941658137155,False,Rückgang,True
Benin,BEN,2021,AFR,60.0,1898.0,1898.0,,60.0,1750.0,1750.0,1610.0,Benin,AFR,3711.0,3010.0,347.0,202.0,Benin,AFR,2647.0,29.0,21.0,10.0,205.0,5.0,93.0,1.0,Benin,AFR,3695.0,3315.0,72.0,212.0,62.0,90.0,1.0,1.0,0.9220231822971549,0.92,0.01095579901775595,0.47619047619047616,0.8971583220568335,0.05737483085250338,0.09364005412719892,True,False,False,4146.0,0.007641921397379912,0.5625,91.0,4109.0,0.908980287174495,0.04770017035775128,0.08274519347773181,11.721907841552143,False,Anstieg,True
Benin,BEN,2022,AFR,60.0,1903.0,1903.0,,60.0,1739.0,1739.0,1615.0,Benin,AFR,4146.0,3283.0,444.0,266.0,Benin,AFR,2748.0,21.0,16.0,9.0,229.0,14.0,87.0,11.0,Benin,AFR,4109.0,3735.0,58.0,196.0,86.0,91.0,1.0,1.0,0.9138202837624803,0.9286946520989074,0.007641921397379912,0.5625,0.908980287174495,0.04770017035775128,0.08274519347773181,True,False,False,4305.0,0.007019596373208541,0.47619047619047616,91.0,4261.0,0.9075334428537902,0.04435578502698897,0.08730344989439098,3.8350217076700437,False,Anstieg,True
Benin,BEN,2023,AFR,1.0,2161.0,2161.0,53.0,1.0,1988.0,1988.0,1794.0,Benin,AFR,4305.0,3419.0,420.0,284.0,Benin,AFR,3419.0,24.0,21.0,10.0,272.0,20.0,82.0,6.0,Benin,AFR,4261.0,3867.0,83.0,189.0,100.0,91.0,1.0,1.0,0.9199444701527071,0.9024144869215291,0.007019596373208541,0.47619047619047616,0.9075334428537902,0.04435578502698897,0.08730344989439098,True,False,False,4032.0,0.007523510971786834,0.2631578947368421,,,,,,-6.341463414634147,False,Rückgang,True
Benin,BEN,2024,AFR,1.0,11339.0,194.0,14.0,1.0,1695.0,1695.0,,Benin,AFR,4032.0,3195.0,393.0,296.0,Benin,AFR,3190.0,24.0,57.0,15.0,223.0,15.0,91.0,11.0,,,,,,,,,,0.017109092512567245,0.14948408148866743,,0.007523510971786834,0.2631578947368421,,,,False,False,False,,,,,,,,,,False,,True
Burkina Faso,BFA,2020,AFR,60.0,4215.0,1706.0,,60.0,792.0,792.0,713.0,Burkina Faso,AFR,5691.0,3666.0,918.0,839.0,Burkina Faso,AFR,3282.0,39.0,39.0,38.0,295.0,26.0,26.0,25.0,Burkina Faso,AFR,5691.0,4655.0,132.0,435.0,375.0,82.0,1.0,0.4047449584816133,0.1879003558718861,0.9002525252525253,0.011882998171846435,0.9743589743589743,0.8179581795817958,0.0764364786505008,0.16552451238798102,False,False,False,6882.0,0.023668639053254437,0.9423076923076923,82.0,6782.0,0.8198171630787379,0.07505160719551755,0.1590976113240932,20.927780706378492,False,Anstieg,False
Burkina Faso,BFA,2021,AFR,60.0,4085.0,2574.0,,60.0,1631.0,1625.0,1331.0,Burkina Faso,AFR,6882.0,4536.0,1024.0,991.0,Burkina Faso,AFR,3042.0,72.0,52.0,49.0,183.0,10.0,9.0,9.0,Burkina Faso,AFR,6782.0,5560.0,168.0,509.0,402.0,82.0,1.0,0.630110159118727,0.399265605875153,0.8160637645616187,0.023668639053254437,0.9423076923076923,0.8198171630787379,0.07505160719551755,0.1590976113240932,False,False,False,7444.0,0.027790030877812087,0.09375,82.0,7320.0,0.8243169398907104,0.0651639344262295,0.15450819672131147,8.166230746875907,False,Anstieg,False
Burkina Faso,BFA,2022,AFR,60.0,3719.0,3719.0,85.0,60.0,1574.0,1567.0,1540.0,Burkina Faso,AFR,7444.0,4724.0,1247.0,1089.0,Burkina Faso,AFR,2267.0,63.0,64.0,6.0,465.0,17.0,18.0,14.0,Burkina Faso,AFR,7320.0,6034.0,224.0,477.0,430.0,82.0,1.0,1.0,0.4232320516267814,0.9783989834815756,0.027790030877812087,0.09375,0.8243169398907104,0.0651639344262295,0.15450819672131147,True,False,False,8667.0,0.017318159327065808,0.92,81.0,8514.0,0.8084331688982852,0.07270378200610758,0.17066008926474044,16.42933906501881,False,Anstieg,False
Burkina Faso,BFA,2023,AFR,1.0,2118.0,1722.0,1150.0,1.0,1540.0,1540.0,1404.0,Burkina Faso,AFR,8667.0,5524.0,1444.0,1159.0,Burkina Faso,AFR,4042.0,70.0,25.0,23.0,776.0,55.0,28.0,22.0,Burkina Faso,AFR,8514.0,6883.0,217.0,619.0,617.0,81.0,1.0,0.8130311614730878,0.7271010387157696,0.9116883116883117,0.017318159327065808,0.92,0.8084331688982852,0.07270378200610758,0.17066008926474044,False,False,False,,,,,,,,,,False,,False
Bangladesh,BGD,2024,SEA,1.0,425827.0,392267.0,1198.0,1.0,177938.0,5440.0,,Bangladesh,SEA,314180.0,175008.0,51314.0,67584.0,Bangladesh,SEA,174358.0,854.0,,,11104.0,461.0,,,,,,,,,,,,0.9211886517294582,0.4178645318403953,,0.004897968547471295,,,,,False,False,False,,,,,,,,,,False,,False
Bulgaria,BGR,2022,EUR,60.0,1658.0,1639.0,24.0,60.0,1117.0,,,Bulgaria,EUR,764.0,347.0,228.0,128.0,Bulgaria,EUR,196.0,4.0,196.0,4.0,26.0,1.0,26.0,1.0,Bulgaria,EUR,,,,,,,,0.98854041013269,0.6737032569360676,,0.02040816326530612,0.02040816326530612,,,,False,False,False,858.0,0.03139013452914798,0.026905829596412557,77.0,848.0,0.7665094339622641,0.12382075471698113,0.2134433962264151,12.30366492146597,False,Anstieg,False
Bulgaria,BGR,2023,EUR,1.0,2390.0,2258.0,26.0,65.0,,,,Bulgaria,EUR,858.0,377.0,237.0,161.0,Bulgaria,EUR,223.0,7.0,223.0,6.0,38.0,4.0,38.0,3.0,Bulgaria,EUR,848.0,650.0,7.0,105.0,69.0,77.0,1.0,0.9447698744769875,,,0.03139013452914798,0.026905829596412557,0.7665094339622641,0.12382075471698113,0.2134433962264151,False,False,False,873.0,0.01937984496124031,0.015625,,,,,,1.7482517482517483,False,Anstieg,False
Bulgaria,BGR,2024,EUR,1.0,2288.0,2199.0,29.0,65.0,,,,Bulgaria,EUR,873.0,403.0,224.0,163.0,Bulgaria,EUR,258.0,5.0,256.0,4.0,45.0,4.0,42.0,2.0,,,,,,,,,,0.9611013986013986,,,0.01937984496124031,0.015625,,,,False,False,False,,,,,,,,,,False,,False
Bahrain,BHR,2019,EMR,60.0,987.0,931.0,,60.0,114.0,26.0,,Bahrain,EMR,178.0,101.0,11.0,66.0,Bahrain,EMR,93.0,2.0,93.0,2.0,0.0,0.0,0.0,0.0,Bahrain,EMR,171.0,29.0,0.0,14.0,18.0,17.0,1.0,0.9432624113475178,0.11550151975683891,,0.021505376344086023,0.021505376344086023,0.1695906432748538,0.08187134502923976,0.1871345029239766,False,False,False,193.0,0.0,0.0,,,,,,8.426966292134832,False,Anstieg,True
Bahrain,BHR,2020,EMR,60.0,566.0,502.0,,60.0,98.0,14.0,68.0,Bahrain,EMR,193.0,104.0,6.0,83.0,Bahrain,EMR,82.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,Bahrain,EMR,,,,,,,1.0,0.8869257950530035,0.17314487632508835,0.6938775510204082,0.0,0.0,,,,False,False,False,196.0,0.008928571428571428,0.0,44.0,192.0,0.4427083333333333,0.026041666666666668,0.03125,1.5544041450777202,False,Anstieg,True
Bahrain,BHR,2021,EMR,60.0,568.0,568.0,,60.0,112.0,1.0,43.0,Bahrain,EMR,196.0,119.0,6.0,71.0,Bahrain,EMR,112.0,1.0,112.0,0.0,0.0,0.0,0.0,0.0,Bahrain,EMR,192.0,85.0,0.0,5.0,1.0,44.0,1.0,1.0,0.19718309859154928,0.38392857142857145,0.008928571428571428,0.0,0.4427083333333333,0.026041666666666668,0.03125,True,False,False,188.0,0.0196078431372549,0.024390243902439025,,,,,,-4.081632653061225,False,Rückgang,True
Bahrain,BHR,2022,EMR,60.0,367.0,305.0,0.0,60.0,31.0,4.0,31.0,Bahrain,EMR,188.0,102.0,9.0,77.0,Bahrain,EMR,102.0,2.0,82.0,2.0,0.0,0.0,0.0,0.0,Bahrain,EMR,,,,,,,,0.8310626702997275,0.08446866485013624,1.0,0.0196078431372549,0.024390243902439025,,,,False,False,True,163.0,0.02040816326530612,0.010309278350515464,92.0,161.0,0.9192546583850931,0.062111801242236024,0.08074534161490683,-13.297872340425531,False,Rückgang,True
Bahrain,BHR,2023,EMR,1.0,263.0,231.0,0.0,1.0,55.0,4.0,55.0,Bahrain,EMR,163.0,98.0,6.0,57.0,Bahrain,EMR,98.0,2.0,97.0,1.0,2.0,0.0,2.0,0.0,Bahrain,EMR,161.0,148.0,0.0,10.0,3.0,92.0,1.0,0.8783269961977186,0.20912547528517111,1.0,0.02040816326530612,0.010309278350515464,0.9192546583850931,0.062111801242236024,0.08074534161490683,False,False,True,146.0,0.012195121951219513,0.0,,,,,,-10.429447852760736,False,Rückgang,True
Bahrain,BHR,2024,EMR,1.0,147.0,146.0,0.0,1.0,70.0,3.0,,Bahrain,EMR,146.0,87.0,1.0,58.0,Bahrain,EMR,82.0,1.0,82.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.9931972789115646,0.47619047619047616,,0.012195121951219513,0.0,,,,False,False,False,,,,,,,,,,False,,True
Bahamas,BHS,2019,AMR,60.0,402.0,120.0,,60.0,65.0,0.0,25.0,Bahamas,AMR,51.0,19.0,28.0,0.0,Bahamas,AMR,19.0,1.0,19.0,0.0,4.0,0.0,3.0,0.0,Bahamas,AMR,51.0,38.0,0.0,10.0,1.0,75.0,1.0,0.29850746268656714,0.16169154228855723,0.38461538461538464,0.05263157894736842,0.0,0.7450980392156863,0.19607843137254902,0.21568627450980393,False,False,False,31.0,0.05,0.0,68.0,31.0,0.6774193548387096,0.25806451612903225,0.2903225806451613,-39.21568627450981,False,Rückgang,True
Bahamas,BHS,2020,AMR,60.0,64.0,64.0,,60.0,4.0,2.0,4.0,Bahamas,AMR,31.0,20.0,9.0,1.0,Bahamas,AMR,20.0,1.0,20.0,0.0,1.0,0.0,1.0,0.0,Bahamas,AMR,31.0,21.0,0.0,8.0,1.0,68.0,1.0,1.0,0.0625,1.0,0.05,0.0,0.6774193548387096,0.25806451612903225,0.2903225806451613,True,False,True,44.0,0.0,,77.0,44.0,0.7727272727272727,0.13636363636363635,0.18181818181818182,41.935483870967744,False,Anstieg,True
Bahamas,BHS,2021,AMR,60.0,34.0,33.0,,60.0,16.0,2.0,16.0,Bahamas,AMR,44.0,12.0,32.0,0.0,Bahamas,AMR,12.0,0.0,,,0.0,0.0,,,Bahamas,AMR,44.0,34.0,0.0,6.0,2.0,77.0,1.0,0.9705882352941176,0.47058823529411764,1.0,0.0,,0.7727272727272727,0.13636363636363635,0.18181818181818182,False,False,True,48.0,0.0,0.0,87.0,46.0,0.8695652173913043,0.10869565217391304,0.10869565217391304,9.090909090909092,False,Anstieg,True
Bahamas,BHS,2022,AMR,60.0,47.0,47.0,8.0,60.0,21.0,4.0,21.0,Bahamas,AMR,48.0,17.0,29.0,1.0,Bahamas,AMR,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,Bahamas,AMR,46.0,40.0,0.0,5.0,0.0,87.0,1.0,1.0,0.44680851063829785,1.0,0.0,0.0,0.8695652173913043,0.10869565217391304,0.10869565217391304,True,False,True,27.0,0.0,,70.0,27.0,0.7037037037037037,0.07407407407407407,0.2962962962962963,-43.75,False,Rückgang,True
Bahamas,BHS,2023,AMR,1.0,5.0,5.0,0.0,1.0,4.0,1.0,4.0,Bahamas,AMR,27.0,6.0,20.0,1.0,Bahamas,AMR,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bahamas,AMR,27.0,19.0,0.0,2.0,6.0,70.0,1.0,1.0,0.8,1.0,0.0,,0.7037037037037037,0.07407407407407407,0.2962962962962963,True,False,True,56.0,0.0,,,,,,,107.40740740740742,False,Anstieg,True
Bahamas,BHS,2024,AMR,1.0,78.0,74.0,2.0,1.0,26.0,1.0,,Bahamas,AMR,56.0,19.0,34.0,3.0,Bahamas,AMR,11.0,0.0,,,0.0,0.0,,,,,,,,,,,,0.9487179487179487,0.3333333333333333,,0.0,,,,,False,False,False,,,,,,,,,,False,,True
Bosnia and Herzegovina,BIH,2020,EUR,60.0,26.0,9.0,,,,,,Bosnia and Herzegovina,EUR,357.0,213.0,71.0,38.0,Bosnia and Herzegovina,EUR,208.0,0.0,153.0,0.0,23.0,0.0,0.0,0.0,Bosnia and Herzegovina,EUR,357.0,183.0,0.0,21.0,14.0,51.0,1.0,0.34615384615384615,,,0.0,0.0,0.5126050420168067,0.058823529411764705,0.09803921568627451,False,False,False,,,,,,,,,,False,,False
Belarus,BLR,2019,EUR,60.0,14142.0,14142.0,,60.0,116.0,85.0,,Belarus,EUR,2207.0,1490.0,94.0,174.0,Belarus,EUR,1490.0,561.0,1490.0,503.0,523.0,313.0,523.0,305.0,Belarus,EUR,1302.0,1153.0,28.0,93.0,28.0,89.0,1.0,1.0,0.00820251732428228,,0.37651006711409396,0.33758389261744964,0.8855606758832565,0.07142857142857142,0.11443932411674347,True,False,False,1514.0,0.39507389162561574,0.3586206896551724,85.0,833.0,0.8523409363745498,0.10084033613445378,0.1404561824729892,-31.400090620752152,False,Rückgang,True
Belarus,BLR,2020,EUR,60.0,12011.0,12011.0,,60.0,63.0,44.0,,Belarus,EUR,1514.0,1015.0,69.0,87.0,Belarus,EUR,1015.0,401.0,1015.0,364.0,569.0,424.0,569.0,423.0,Belarus,EUR,833.0,710.0,10.0,84.0,23.0,85.0,1.0,1.0,0.0052451919074182,,0.39507389162561574,0.3586206896551724,0.8523409363745498,0.10084033613445378,0.1404561824729892,True,False,False,1484.0,0.37790697674418605,0.33042635658914726,84.0,903.0,0.840531561461794,0.08970099667774087,0.15946843853820597,-1.9815059445178336,False,Rückgang,True
Belarus,BLR,2021,EUR,60.0,6885.0,6885.0,,60.0,44.0,30.0,,Belarus,EUR,1484.0,1032.0,47.0,97.0,Belarus,EUR,1032.0,390.0,1032.0,341.0,499.0,367.0,499.0,354.0,Belarus,EUR,903.0,759.0,19.0,81.0,44.0,84.0,1.0,1.0,0.0063907044299201165,,0.37790697674418605,0.33042635658914726,0.840531561461794,0.08970099667774087,0.15946843853820597,True,False,False,1670.0,0.4147963424771405,0.4139650872817955,87.0,999.0,0.8698698698698699,0.08208208208208208,0.12412412412412413,12.533692722371967,False,Anstieg,True
Belarus,BLR,2022,EUR,60.0,8012.0,8012.0,9.0,60.0,90.0,63.0,,Belarus,EUR,1670.0,1203.0,58.0,116.0,Belarus,EUR,1203.0,499.0,1203.0,498.0,520.0,222.0,520.0,142.0,Belarus,EUR,999.0,869.0,21.0,82.0,21.0,87.0,1.0,1.0,0.011233150274588119,,0.4147963424771405,0.4139650872817955,0.8698698698698699,0.08208208208208208,0.12412412412412413,True,False,False,1555.0,0.36257833482542523,0.3321396598030439,89.0,931.0,0.8872180451127819,0.08163265306122448,0.11278195488721804,-6.88622754491018,False,Rückgang,True
Belarus,BLR,2023,EUR,1.0,10494.0,10494.0,11.0,1.0,85.0,43.0,,Belarus,EUR,1555.0,1117.0,71.0,86.0,Belarus,EUR,1117.0,405.0,1117.0,371.0,377.0,253.0,377.0,249.0,Belarus,EUR,931.0,826.0,8.0,76.0,21.0,89.0,1.0,1.0,0.008099866590432629,,0.36257833482542523,0.3321396598030439,0.8872180451127819,0.08163265306122448,0.11278195488721804,True,False,False,1241.0,0.35942668136714445,0.26681367144432194,,,,,,-20.192926045016076,False,Rückgang,True
Belarus,BLR,2024,EUR,1.0,9890.0,9890.0,4.0,1.0,70.0,41.0,,Belarus,EUR,1241.0,907.0,52.0,74.0,Belarus,EUR,907.0,326.0,907.0,242.0,293.0,199.0,293.0,166.0,,,,,,,,,,1.0,0.007077856420626896,,0.35942668136714445,0.26681367144432194,,,,True,False,False,,,,,,,,,,False,,True
Belize,BLZ,2020,AMR,60.0,446.0,446.0,,0.0,,,,Belize,AMR,78.0,67.0,6.0,2.0,Belize,AMR,51.0,1.0,,,5.0,1.0,,,Belize,AMR,79.0,65.0,0.0,10.0,3.0,82.0,1.0,1.0,,,0.0196078431372549,,0.8227848101265823,0.12658227848101267,0.16455696202531644,True,False,False,72.0,0.0,0.0,80.0,70.0,0.8,0.12857142857142856,0.18571428571428572,-7.6923076923076925,False,Rückgang,False
Belize,BLZ,2021,AMR,60.0,298.0,53.0,,60.0,53.0,12.0,,Belize,AMR,72.0,51.0,8.0,3.0,Belize,AMR,46.0,0.0,46.0,0.0,6.0,1.0,6.0,1.0,Belize,AMR,70.0,56.0,1.0,9.0,3.0,80.0,1.0,0.17785234899328858,0.17785234899328858,,0.0,0.0,0.8,0.12857142857142856,0.18571428571428572,False,False,False,,,,,,,,,,False,,False
Belize,BLZ,2024,AMR,1.0,258.0,229.0,0.0,1.0,28.0,1.0,,Belize,AMR,73.0,58.0,4.0,2.0,Belize,AMR,58.0,1.0,58.0,1.0,7.0,0.0,0.0,0.0,,,,,,,,,,0.8875968992248062,0.10852713178294573,,0.017241379310344827,0.017241379310344827,,,,False,False,False,,,,,,,,,,False,,False
Bermuda,BMU,2019,AMR,60.0,0.0,0.0,,60.0,0.0,0.0,0.0,Bermuda,AMR,2.0,1.0,0.0,1.0,Bermuda,AMR,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Bermuda,AMR,2.0,1.0,0.0,0.0,0.0,50.0,1.0,,,,0.0,0.0,0.5,0.0,0.0,False,False,False,3.0,0.0,0.0,100.0,3.0,1.0,0.0,0.0,50.0,True,Anstieg,False
Bermuda,BMU,2020,AMR,60.0,11.0,11.0,,60.0,0.0,0.0,0.0,Bermuda,AMR,3.0,3.0,0.0,0.0,Bermuda,AMR,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Bermuda,AMR,3.0,3.0,0.0,0.0,0.0,100.0,1.0,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,True,True,False,2.0,0.0,0.0,100.0,2.0,1.0,0.0,0.0,-33.33333333333333,True,Rückgang,False
Bermuda,BMU,2021,AMR,60.0,3.0,3.0,,60.0,1.0,0.0,1.0,Bermuda,AMR,2.0,2.0,0.0,0.0,Bermuda,AMR,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Bermuda,AMR,2.0,2.0,0.0,0.0,0.0,100.0,1.0,1.0,0.3333333333333333,1.0,0.0,0.0,1.0,0.0,0.0,True,False,True,1.0,,,,0.0,,,,-50.0,True,Rückgang,False
Bermuda,BMU,2022,AMR,60.0,0.0,0.0,0.0,60.0,0.0,0.0,,Bermuda,AMR,1.0,0.0,0.0,1.0,Bermuda,AMR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bermuda,AMR,0.0,0.0,0.0,0.0,0.0,,1.0,,,,,,,,,False,False,False,2.0,0.0,0.0,,,,,,100.0,True,Anstieg,False
Bermuda,BMU,2023,AMR,1.0,9.0,9.0,0.0,1.0,0.0,0.0,,Bermuda,AMR,2.0,2.0,0.0,0.0,Bermuda,AMR,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Bermuda,AMR,,,,,,,,1.0,0.0,,0.0,0.0,,,,True,True,False,,,,,,,,,,True,,False
